x,y
0.018604651162790642, 0.05633802816900868
0.07441860465116257, 0.14084507042253236
0.172093023255814, 0.16901408450704025
0.2558139534883721, 0.22535211267605249
0.38139534883720927, 0.3098591549295726
0.49302325581395356, 0.3380281690140805
0.6186046511627903, 0.3661971830985884
0.7023255813953484, 0.4225352112676042
0.786046511627907, 0.5070422535211243
0.8976744186046508, 0.5915492957746444
0.9953488372093018, 0.6197183098591523
1.0930232558139537, 0.7042253521126725
1.1767441860465113, 0.7323943661971803
1.2883720930232556, 0.8450704225352084
1.386046511627907, 0.9014084507042206
1.525581395348837, 0.9577464788732364
1.637209302325581, 1.0422535211267565
1.818604651162791, 1.2112676056338003
1.9860465116279071, 1.3802816901408406
2.181395348837209, 1.4929577464788686
2.4046511627906977, 1.6619718309859124
2.572093023255814, 1.8591549295774605
2.7953488372093025, 2.0281690140845043
2.9906976744186045, 2.2253521126760525
3.241860465116278, 2.4507042253521085
3.4790697674418603, 2.7042253521126725
3.674418604651162, 2.9014084507042224
3.8418604651162793, 3.0422535211267565
3.967441860465115, 3.2112676056337985
4.07906976744186, 3.2112676056337985
4.148837209302326, 3.4647887323943625
4.288372093023256, 3.5774647887323905
4.427906976744186, 3.6901408450704203
4.53953488372093, 3.8028169014084465
4.5813953488372094, 3.9718309859154886
4.693023255813953, 3.8873239436619684
4.748837209302326, 4.140845070422532
4.860465116279069, 4.0563380281690105
4.930232558139535, 4.253521126760559
5.027906976744187, 4.422535211267602
